gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Homo_sg_1,Homo_sg_2,Canis_sg_1,Canis_sg_2
107302490,vascular cell adhesion molecule 1,4,33,22,38,21,21,6,15,20,12,41,31,12,4,10,23,18,12,69,6,5,21,33,11,28,14,49,2,10,5,1.7810304,1.921889,2.831245,1.7042122,12.53512904,5.0768313,0.070985,13.3806
107282781,interleukin 6,12,12,15,44,8,11,5,21,5,19,25,35,6,9,8,7,16,24,13,4,27,17,23,14,8,34,15,8,16,7,0,0,0.138339,0.207117,27.969912,3.285283,0,0
107294070,"SEC11 homolog A, signal peptidase complex subunit",1064,616,820,757,442,436,223,322,696,250,546,677,382,332,276,350,394,377,909,208,281,513,893,606,709,672,490,1122,614,629,16.813916,18.4395917,16.732401,15.138019,50.948303,42.8076325,276.10633,145.0969
107294279,Sec61 translocon alpha 1 subunit,9316,2138,2956,5865,6361,2394,3365,2611,4010,3017,2288,5144,1353,4746,4200,2756,2834,2947,2869,2876,2877,1865,4699,1884,5319,1985,4532,4921,1255,6479,49.0654171,56.679828,60.832021,59.592848,62.884352,56.6393734,220.09147,199.091092
107284330,"RAB2A, member RAS oncogene family",6662,3285,3617,3652,3932,2965,1456,1736,2502,1649,2782,2919,2013,2007,1748,1783,2395,1968,3167,1902,1715,2352,4379,2464,5528,3475,3119,4352,3732,2993,23.9856,25.0441,22.6612,24.0305,43.6048509,35.7914334,262.9947,257.61489
107284698,Sec61 translocon gamma subunit,4393,1597,1887,8360,2288,3530,1835,2961,3638,3346,1271,4007,876,2364,2250,1643,1798,2466,2498,1208,3067,2124,2401,1281,2598,3742,2454,11196,2360,3950,4.9937015,6.172229,6.496583,7.088586,136.480886,104.154368,885.81,982.205
107291672,Sec61 translocon beta subunit,6167,1128,1609,9516,3219,2980,3002,4593,4052,4950,1397,5081,911,3902,2512,2579,3861,6070,2240,2062,4808,1934,3038,1803,3127,2824,3227,19045,2120,6183,112.68179,103.782219,113.446617,109.009817,113.529356,143.248556,198.706,387.944
107290450,ATPase H+/K+ transporting beta subunit,1,6,12.96,5,1,7,2,5,4,0,3,0,0,1,4,2,2,0,2,1,1,5,4,7,5,2,3,0,2,5,0,0,0,0.0832407,0.0125273,0,0,0
107289389,proteasome subunit alpha 7,6633,2173,3053,4896,3108,1839,1210,1431,3014,1324,2368,2153,1747,1947,1330,1674,1866,1623,3097,975,1957,2057,2719,2961,3304,3680,2172,5898,2605,4281,27.032331,30.277513,28.990841,27.819273,33.481048,44.269617,176.833,207.329
107288370,CD34 molecule,181,602,609,210,165,389,103,162,279,144,338,236,354,194,222,238,158,154,603,250,158,368,626,338,321,379,253,111,518,287,3.867342,4.94356,4.825166,5.19156,10.96128,6.44448,0.0251419,13.0971
107298631,platelet derived growth factor receptor alpha,25,173.98,161,80,40,88,53,27,131,44,125,56,93,43,33,32,59,42,149,35,29,165,480,99,95,108,88,37,88,17,1.3864966,1.57703,1.7914203,1.6620539,8.1201078,4.5798104,8.379155,2.5645427
107284986,laminin subunit gamma 2,9,118,162,13,19,35,4,13,119,5,112,351,135,6,11,12,10,10,146,113,14,237,2333,122,263,32,11,7,62,5,2.183305,2.312219,2.35937,2.549862,1.2067835,0.5904938,0.0506711,8.46843
107297901,ciliary neurotrophic factor receptor,0,1,2,1,0,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,4,0,1,4,1,3,1,0.66219,0.240763,0.439802,0.188587,2.19094492,1.822045,3.77767,3.33496
107303224,hypoxanthine phosphoribosyltransferase 1,54,79,118,74,35,66,25,58,42,52,106,67,71,44,37,56,71,38,81,40,63,80,91,116,71,78,58,70,89,65,9.83209,10.469,9.04657,10.8679,9.996567,5.54943,0.106254,0.0551234
107290589,insulin like growth factor 1 receptor,761,602.91,612,603,647,452,239,388,633,435,526.99,642,337,372,438,440,730,554,630,377,404,448,1062,709,1449,409,539,537,763,811,0.9779878,1.01824,1.280825,1.5440192,4.1841348,3.5544949,8.31942,4.95869
107294340,Janus kinase 1,2330,3707,3873,2079,1328,2174,776,1523,2172,1082,3326,2016,2086,1127,1242,1328,1246,1219,3552,1204,1222,2370,4731,3201,3476,3056,1941,640,3102,1299,7.79537,10.032212,9.878536,9.776901,26.8625538,17.24546481,67.353,41.3342
107290603,laminin subunit beta 3,133,291,504,101,146,116,67,90,334,79,338,417,326,95,101,117,143,95,393,264,66,607,2945,381,440,184,150,22,239,107,5.355352,5.44125298,5.4558859,4.859798036,3.773155,3.468825,0.074164,9.855651
107296589,laminin subunit alpha-5-like,3.08,6.39,19.82,5,8,7,2,3,9.96,3,12.99,7.13,7.1,4,6.82,8.58,0,1.11,14.34,9,4.22,5.09,49.87,21.42,4.3,5.37,8,0,9.99,4,2.131655,2.385629,4.209367,1.752121,5.7427595,4.7681247,1.97357,0.941017
107283122,pleckstrin,99,117,206,219,34,57,66,129,261,18,219,76,94,41,215,64,23,155,263,89,76,109,106,135,93,177,126,78,81,466,1.533310012,1.420287,1.812851,1.618471439,3.1191061,2.264581,0.636849,1.535626
107288549,microcephalin 1,72,115,114,59,35,49,7,50,57,21,98,44,94,49,25,71,23,18,124,36,28,135,190,71,49,72,50,7,68,38,0.339521,0.3865996,0.270943,0.3341947,2.948797,2.3482074,8.42546,7.082902139
107288137,platelet derived growth factor subunit B,24,25,20,8,14,18,5,5,15,14,22,7,25,17,9,10,10,16,17,8,11,43,83,13,37,21,24,6,23,8,0.897515,1.392821,1.34862,1.4375041,1.504407,1.7845035,14.701062,10.762651
107299902,ATP binding cassette subfamily A member 4,5,20,17,0,4,6,2,7,4,1,9,5,8,5,0,2,0,0,10,2,4,7,23,10,7,8,1,3,9,0,0,0.0616,0,0.1635599,0.02318999,0.1561808,0.060515,0.332554
107290536,macrophage stimulating 1 receptor,29,241,233,54,65,96,32,51,55,47,181,66,82,39,50,69,42,33,182,83,39,118,500,85,125,153,75,22,156,37,0.02286154,0.0465506,0.0486537,0.0444187,1.581532537,0.600085,3.922315,4.984497
107290206,unkempt family zinc finger,22,56,39,30,23,26,14,19,37,23,55,30,25,28,30,33,43,22,52,22,13,30,59,50,61,41,49,24,42,35,1.671862901,1.371726157,2.416699,1.324457001,7.522785,5.727648,0.091499523,1.044472032
107297563,T-box 2,7,12,16,8,4,4,2,2,17,2,4,16,12,5,1,3,1,2,9,5,2,17,50,12,9,5,4,7,10,1,0.330576,0.398086,0.383967,0.438199,0.602962,0.709874,0,0
107286969,purinergic receptor P2X 4,309,210,271,156,191,106,131,179,235,159,148,210,59,180,281,194,340,266,218,197,245,121,421,187,219,127,164,316,118,248,34.2133409,39.285124,39.413235,45.572341,9.022041,17.3700768,120.42,77.8191
107296798,"fucosyltransferase 8 (alpha (1,6) fucosyltransferase)",1235,514,608,982,752,344,536,420,494,482,465,512,250,491,657,413,844,803,372,638,498,311,737,489,661,352,738,732,396,928,1.252185,2.3021372,2.251748216,1.9635545,27.1822496,41.6219321,0.313421,0.243927
107291028,dopamine beta-hydroxylase (dopamine beta-monooxygenase),0,0,3,2,2,0,0,0,1,0,0,6,0,0,0,0,0,0,4,0,0,6,6,4,0,1,0,0,4,0,0.0435076,0.0444025,0,0,0.0579542,0.634378,0,0
107289462,pro-melanin concentrating hormone,0,0,6,0,0,0,0,2,0,0,4,0,3,0,0,3,2,0,3,0,0,6,8,5,0,3,1,0,1,0,0,0,0,0,0.0934789,0,0.818207,0.69181
107292272,hydroxysteroid (11-beta) dehydrogenase 1,637,105,51,306,180,203,253,387,197,169,101,233,17,198,852,558,859,223,62,710,367,46,164,39,361,31,687,86,13,121,8.476036,8.2223629,9.550656,8.043779,0.81051,0.5570101,0,1.87659
107292255,"fucosyltransferase 9 (alpha (1,3) fucosyltransferase)",0,8,0,0,5,7,0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,7,4,5,4,2,0,3,1,0.156799,0.2219439,0.249984,0.177488,0.0183193,0.00965574,3.225,1.03563
107303272,cyclin B3,2,11,14,2,0,7,1,28,16,5,104,21,57,13,5,18,1,3,40,8,25,85,95,17,1,9,5,0,17,0,0,0,0,0,0.049530943,0.0234319,0.0437587,0.0458561
107284899,purinergic receptor P2Y1,1,13,9,5,7,5,0,4,2,2,8,2,3,4,1,3,3,0,9,6,4,8,9,4,7,11,7,2,5,5,0.28429,0.428404,0.380121,0.408156,0.597852,0.281418,4.05859,2.83922
107298129,leptin receptor,10,6,23,1,3,6,3,2,15,1,5,1,2,0,9,2,8,6,3,1,6,1,7,6,11,14,6,2,0,5,1.107764,1.059373,0.762075,0.8364648,8.8076878,1.9073897,0.449107,0.209719
107286350,NHL repeat containing E3 ubiquitin protein ligase 1,2,17,17,9,15,29,1,5,8,10,11,9,10,9,8,13,2,3,12,7,4,12,23,29,17,8,9,5,22,4,0.585013,0.647199,0.675811,0.664563,0.648115,1.06619,2.20418,3.83599
107294584,reticulon 1,3,16,11,0,1,3,1,0,7,1,9,7,10,2,0,1,0,0,10,3,1,11,60,1,6,2,2,0,7,0,0.409346,0.587525,1.050740432,0.478668,1.861541,1.13404858,0.4620794,14.184878
107286819,breast cancer 2,148,171,176,103,60,61,58,105,137,56,301,43,117,123,160,71,36,18,110,55,121,188,216,222,88,142,111,30,140,66,0.1441252,0.4186608,0.635371901,0.3145444,0.3499601,0.2785086,0.439674239,0.505587863
107287776,ribosomal protein S26,2584,3754,4821,4265,2245,3843,1285,1187,3835,1362,1686,2752,1980,2071,1497,1469,797,610,4334,1320,1606,2317,2131,1324,2588,4109,2201,8915,1589,2315,115.245733,103.000187,111.448,111.770121,238.4607,161.9642,3349.901,5636.662
107284854,proliferation-associated 2G4,1696.99,616.17,1029.35,826.15,636.89,493.43,311.23,314.38,771.11,361.43,596.68,778.01,391.31,556.46,422.3,385.57,384.61,463.57,595.56,395.47,343.53,416.33,1249.65,610.49,1076.25,861.83,462.39,1429.49,601.1,1129.01,12.150086,12.73394,13.24959,13.68681,21.41668,21.75772,32.6527,15.3371
107293742,extended synaptotagmin like protein 1,252,712,739,166,139,200,39,149,350,107,367,314,470,116,69,132,73,90,637,213,104,425,1370,531,412,421,219,39,367,161,3.3966367,4.6398877,5.9037135,4.7847067,12.443237,12.3007006,14.16026,6.1219488
107293747,nucleic acid binding protein 2,77,79,124,42,79,100,39,50,81,82,90,112,54,80,32,69,67,63,131,98,44,103,263,49,151,34,65,26,70,33,5.901886307,5.87412,6.816527,5.700179,5.316918,6.1148682,118.8143,150.3927
107300526,citrate synthase,3448.44,1924.82,2344.98,2010.02,2158.62,2895.99,995.41,1125.82,1314.18,1056.56,2792.29,2022.42,1145.59,1398.83,1481.28,1346.57,1856.32,1276.3,3072.82,1288.33,987.52,1867.25,4016.17,2208.41,2961.2,2967.46,1591.79,2679.25,2528.51,1708.45,26.4961642,29.2124,27.6317616,29.1806,33.52163935,28.36760334,212.0368,167.1017
107290890,PAN2 poly(A) specific ribonuclease subunit,353,266,296,186,300,153,163,184,243,189,274,247,190,178,136,182,192,224,348,258,126,250,835,424,527,165,252,268,251,226,1.427042,1.566653366,1.415204051,1.165464577,16.9995361,12.35244686,9.03226,10.2970719
107302915,ATP23 metallopeptidase and ATP synthase assembly factor homolog (S. cerevisiae),352,330,503,213,217,262,122,187,352,105,275,302,163,160,174,144,202,150,494,57,157,249,359,508,359,315,283,179,320,112,1.361016,0.8569759,1.327446,0.9628274,1.979111,1.267385,15.9486,16.4926
107291841,"chromosome unknown open reading frame, human C12orf66",25,30,64,28,13,20,8,17,16,12,20,14,24,17,22,24,14,11,32,15,23,20,21,35,34,31,44,7,26,4,0.491994,0.358747,0.612477,0.765767,1.952233,1.019099,5.26482,6.66019
107286499,transmembrane BAX inhibitor motif containing 4,3658,1854,2655,2890,1772,1266,2648,3260,2547,1869,2713,2024,1680,2239,2516,2668,3388,4425,2741,1459,2305,2151,2935,2852,3003,2295,2501,583,2535,1555,46.28425,43.403717,44.21332,46.155113,96.7829526,72.9406872,251.62921,180.936873
107284412,Mdm1 nuclear protein,173,733,496,449,122,375,78,416,401,148,457,127,490,230,166,476,165,97,724,234,312,903,459,315,179,587,330,40,281,154,0.3158857,0.34247,1.08128,1.239628,5.8520151,2.9027387,6.84069,3.91115
107284406,cleavage and polyadenylation specific factor 6,238,299,376,320,174,259,176,265,292,202,371,380,249,229,224,177,185,215,352,159,184,461,752,591,402,290,230,221,322,236,5.52196,5.865055,4.148847,4.911992,10.84501622,9.5375508,18.85343,10.95107
107283837,fibroblast growth factor receptor substrate 2,129,175,214,104,84,77,19,42,87,45,112,86,92,66,52,42,102,68,140,67,49,125,235,97,131,96,133,24,79,71,1.6541056,1.863019,2.577545,2.21699,6.558459,4.810144,8.40146,5.46662
107283836,chaperonin containing TCP1 subunit 2,7415,3059,3844,3318,2544,2260,670,1243,2652,1013,2551,3476,2700,1472,1030,1529,1273,1250,3396,1031,1163,3077,5474,3407,5442,4405,2181,1486,4234,2788,25.489509,23.804963,23.5599,23.774166,30.6512,24.19004,19.0293,15.5606834
107283843,tetraspanin 8,3,19,18.99,7,6,12,0,34,13,5,45,7,40,10,1,8,0,4,46,6,12,93,8,52,2,27,8,0,6,2,8.86091,11.00661,10.76007,12.81277,38.7400446,26.1412889,448.456,291.551
107286329,plexin B2,559,785,992,699,288,270,288,439,557,296,756,486,440,410,503,335,377,471,521,438,406,700,976,573,601,399,606,209,465,497,11.865452,14.901852,16.531518,12.92656,9.411581,15.65415,24.9944,16.7162
107294513,Mov10 RISC complex RNA helicase like 1,62,12,25,2,70,10,40,9,46,4,22,15,6,43,14,12,68,35,21,8,9,14,91,18,49,20,28,23,29,14,0,0,0,0,0.0276492,0.084335,0.0329889,0.00855846
107287014,ataxin 10,148,48,53,76,83,29,23,42,77,45,55,40,35,64,34,51,48,54,85,29,41,35,52,60,74,28,44,177,39,155,4.62213,6.57986,6.3064,6.89926,39.446054,34.7100812,65.75293,38.14272
107287013,fibulin 1,102,161,182,208,45,24,32,30,374,31,102,182,56,72,43,50,133,121,385,112,65,112,536,405,104,120,146,91,46,180,0.597324,1.631295,1.649882,0.924634,18.2372163,16.2494326,18.71339,11.1332742
107294345,RIB43A domain with coiled-coils 2,17,62,74,168,21,98,11,143,108,30,156,47,216,34,21,192,41,34,237,59,219,531,66,320,33,211,86,18,109,12,0,0,0,0,0.0252464,0.200108,0,0.0277566
107297382,SAMM50 sorting and assembly machinery component,903,858,1160,511,536,777,286,265,485,302,505,1108,445,392,510,318,377,404,776,430,313,550,1272,802,746,772,531,433,880,613,9.705749,10.687878,10.944569,14.947083,14.292315,17.7836921,22.4055,13.210778
107285342,polymerase (DNA) delta interacting protein 3,611,950,1095,486,410,633,213,328,667,231,614,841,429,316,313,318,287,335,1104,289,307,601,1049,828,925,921,542,487,635,477,6.25987,6.550469,6.380766,5.943706,10.6450373,13.666024,47.07404,49.85209
107285345,NADH:ubiquinone oxidoreductase subunit A6,288,155,201,289,155,179,97,139,243,100,181,140,119,158,118,93,119,140,236,103,115,170,183,191,246,215,132,582,325,269,54.653034,52.823149,56.276556,56.27781,20.02741,0.387721,175.411,100.781
107285420,PHD finger protein 5A,1903,1296,1719,1367,822,724,282,520,1095,490,884,895,856,484,386,377,399,535,870,486,461,1023,1896,814,1498,1439,819,947,966,829,6.70413,7.153701,5.680636,13.09075,8.814056,9.4832406,172.445,234.907
107285413,"ring-box 1, E3 ubiquitin protein ligase",3408,1199,1559,2430,1626,1411,596,781,1644,639,1142,2153,789,1199,891,780,702,597,1946,577,907,1254,1375,1220,2242,1823,1662,7706,1177,2273,15.469387,18.840592,17.561406,17.097937,21.496185,15.383479,118.2322,143.1153
107285403,family with sequence similarity 83 member F,456,273,337,137,167,98,91,106,186,82,214,334,153,107,167,121,170,137,131,132,109,156,436,178,390,355,147,217,133,154,0.367512,0.299818,0.274057,0.428956,0.799215,1.7249886,14.0022,10.9495
107288136,ribosomal protein L3,7702,4402,6509,5434,4203,3695,3021,2446,5860,3369,3173,6153,2850,3977,3435,2950,3985,1809,6503,2986,3068,3829,5372,2877,4893,3522,4984,17297,2117,4360,81.465923,129.604594,143.055099,132.280876,352.0341398,606.1825697,1414.699202,1629.856799
107297880,GTP binding protein 1,181,123,152,55,113,109,49,92,87,102,186,85,65,69,70,59,93,160,156,183,35,150,540,101,312,65,87,36,132,39,4.531475,4.74409,6.69534,5.947745,4.9859256,5.3314092,16.889048,10.968039
107289579,polymerase (RNA) III subunit B,345,250,400,170,288,179,171,164,186,248,313,200,244,240,170,238,231,339,295,307,115,317,730,263,521,161,289,75,221,189,1.139209,1.14572,1.266547017,1.34557,3.011281216,1.6083837,4.21765,3.34696
107286811,four and a half LIM domains 2,41,270,469,30,47,40,2,18,127,20,156,173,319,30,71,18,14,6,312,69,35,238,1049,325,178,218,61,11,140,27,0.222088,0.583726,0.601813,0.794696,18.9126705,7.9416353,12.15302,10.05342
107288157,neuronal PAS domain protein 2,32,77,107,28,19,40,5,26,57,8,53,19,36,7,7,5,6,7,74,11,8,27,45,41,48,72,22,4,37,14,0.315513,0.390497,0.544133,0.447096,4.257525,9.806032,1.18257,0.603979
107288155,carbohydrate sulfotransferase 10,249,86,108,40,95,76,14,50,76,17,95,27,38,28,118,59,135,43,123,38,34,68,161,57,106,80,53,16,63,19,0.3517233,0.5014599,0.3597874,0.323776,2.3914736,3.00565,32.2313,27.9948
107302388,eukaryotic translation initiation factor 5B,6086,2711,3119,3845,2642,2441,1633,2181,4109,2211,3419,2960,2010,2580,2253,2284,4236,4074,3345,1899,2239,2670,4724,2947,4814,3244,2978,3619,4884,3998,5.15955,9.75952,6.92342,8.27913,21.155471,19.242715,43.96511,47.3596
107302366,mitochondrial ribosomal protein L30,292,144,269,337,195,144,100,167,307,155,293,214,156,163,178,217,174,151,293,84,163,275,323,299,239,354,189,678,268,311,22.125609,25.17803,28.74803079,23.133899,9.617964,8.392317,60.2541,55.3859
107302357,microtubule interacting and trafficking domain containing 1,242.39,419.24,548.23,285.28,191.6,265.88,87.88,220.66,322.98,135.52,720.2,350.03,355.88,171.24,269.32,439.7,108.58,133.37,416.62,121.92,239.9,645.43,534.08,367.99,352.6,713.18,255.98,117.02,331.78,159.4,1.667688,2.636816,1.725606699,2.305096,12.6588799,7.4581053,8.22247,10.2287
107301303,transmembrane protein 131,1137,1593,1664,888,832,1050,315,796,1134,527,1889,612,1075,601,470,512,503,566,1284,703,359,1638,3085,1254,2255.99,1019,1068,200,1680,461,3.735522,4.745805001,4.885239101,4.200333,10.220804,6.47123878,30.241249,6.93120893
107287968,"cytochrome c oxidase subunit 5B, mitochondrial",875,753,865,1134,278,801,335,884,1252,738,1155,646,476,683,799,783,705,613,947,653,993,1227,713,694,1276,975,628,3131,1078,816,66.985807,72.16241,87.197275,66.510697,72.461534,89.34087,807.2996,1335.9156
107287950,"lectin, mannose binding 2 like",18,6,9,4,11,3,6,11,7,13,14,3,6,6,9,14,7,7,11,6,4,12,14,9,17,7,5,6,11,9,2.776301382,2.7688235,3.9203068,4.5188106,5.1202082,4.9716873,19.3326,21.84006
107284955,leucine rich pentatricopeptide repeat containing,3951,2748,2855,2110,2033,2156,777,954,1719,1076,2404,1494,1788,1467,1191,1175,1370,1122,2080,987,942,2437,4143,2056,3885,2031,2366,894,3527,1260,3.259746,4.517802,4.724956,4.01219,25.7497792,17.3374904,13.2834,3.94304
107284954,"protein phosphatase, Mg2+/Mn2+ dependent 1B",883,1679,1689,842,704,1388,339,662,877,480,1018,783,864,511,638,498,497,563,1294,633,584,1293,2299,1218,1267,1500,882,177,1408,476,5.518779044,7.22004,8.126049796,7.503388,22.6045917,16.5808257,26.934901,17.628024
107287860,endothelial PAS domain protein 1,76,49,60,50,31,20,11,22,72,31,55,73,35,58,57,37,49,34,74,47,19,56,162.99,57,93,56,62,45,63,58,5.62424,6.25847,6.35323,5.9156,30.568925,16.9020047,15.7011,5.065519
107287855,suppressor of cytokine signaling 5,121,155,148,105,83,126,71,67,110,81,134,103,95,95,129,107,105,126,86,113,77,111,168,116,152,142,91,42,146,87,2.3813411,2.724672,2.656263,3.313024,7.005241,5.306636,8.85441,9.30645
107287852,tetratricopeptide repeat domain 7A,172,76,150,55,70,58,48,61,62,75,243,74,68,83,47,66,67,132,86,95,32,120,284,110,260,75,102,53,103,60,7.829207,7.6898688,9.820354,8.2667755,4.10521,6.04216675,11.25718,6.112097691
107290122,mutS homolog 6,357,411,566,324,240,343,142,244,336,178,456,287,262,249,244,326,289,325,403,258,213,371,847,411,536,370,390,279,442,309,1.01875,1.630265,1.38245,1.16313,8.052068601,6.558481733,8.3982595,10.128812
107285488,proteasome activator subunit 4,78,141,102,74,43,133,18,53,65,29,91,49,67,43,33,42,12,37,90,29,18,141,156,122,89,120,57,25,149,55,5.02248,6.65077,7.614866,7.00277,16.3206717,8.1186272,9.51760134,3.405407094
107302337,reticulon 4,1594,3387,2657,1476,817,2438.34,345,968,1246,677,2107,1698,1354,606,853,687,301,336,2160,646,736,1797,1452,1704,2213,3243,967,1360,3565.01,564,16.786556,14.99653209,18.0806403,15.80566621,97.9312876,77.877983,373.2617276,169.8672
107302298,mitochondrial translational initiation factor 2,679,780,855,659,384,558,282,322,618,317,492,508,342,484,412,414,430,381,667,352,416,440,757,390,609,635,514,708,542,329,1.4702234,2.393498399,1.693641,2.835622,12.8184721,10.9629721,7.33435,7.54908
107302260,EGF containing fibulin-like extracellular matrix protein 1,37,118,162,37,44,119,14,37,57,38,175,23,104,42,36,32,20,9,145,69,30,120,185,125,77,39,30,5,108,10,4.32961,3.34063,3.36927,3.61645,50.052464,26.8023033,49.0550385,38.4330903
107284453,v-rel avian reticuloendotheliosis viral oncogene homolog,47,64,56,30,23,37,6,44,21,12,109,26,33,34,25,23,38,19,43,23,23,79,100,47,100,50,41,14,109,13,0.585137,0.682216,0.546324,0.664977,5.858431,2.2463941,1.18898,0.705035
107294921,ubiquitin specific peptidase 34,137,183.04,217,161,94,113,75,112,235,70,221.99,134.07,114,105,111,88,132,137,145.99,79,87,183,251,155,187,147,150,122,162,139,3.8904945,3.984414362,3.545303,3.018396173,25.2025316,15.2159232,8.385638295,4.22369174
107283228,AP2 associated kinase 1,272,84,154,145,134,75,132,123,143,117,89,157,56,107,202,108,169,108,143,123,72,64,199,104,221,111,145,379,109,220,1.7842935,4.0010313,4.464637,3.6646142,5.096478,2.4168501,25.40265,13.6170908
107294349,hydroxysteroid (17-beta) dehydrogenase 4,445,822,1030,278,301,443,198,254,570,190,658,575,477,267,267,345,344,294,1189,396,277,864,1389,894,651,376,513,88,453,241,12.203274,13.422,14.655536,13.687783,60.00909375,28.67165714,38.93642644,18.3171242
107293013,COMM domain containing 10,210,173,251,93,114,123,60,112,131,66,149,58,152,87,59,96,78,123,224,93,76,220,343,187,238,136,180,32,146,66,1.9304315,1.7279183,1.456869,1.2976704,24.11892903,21.508764,65.847,46.06304
107290893,cysteine dioxygenase type 1,479,2215,3464,347,420,1024,79,460,1099,324,534,700,662,460,448,823,270,171,2239,423,602,317,1512,2061,1115,1278,1101,51,2318,180,32.3567,33.545351,31.98046,30.452006,5.31578,2.4080451,1.14457,1.63232
107294706,NHP2 ribonucleoprotein,4621,1362.96,2123,1487,1609.35,1147,430,684,1238.67,560.96,1023,1849,927,837,541,710,843,1206,1241.02,584.05,697,1048,2334.01,1380.01,2761.25,2338.98,1192.04,641.16,1355.43,1331,6.69325,8.15931,6.67396,6.212210021,11.9193787,24.533651,92.18984,133.47481
107292730,centrosomal protein 120kDa,58,93,129,104,62,148,42,150,116,47,182,57,152,105,33,131,79,40,157,115,103,431,182,107,101,108,123,18,74,71,0.9344881,1.2997369,1.58992,1.3927438,5.905627,3.184423,15.85355,8.537166
107285819,GRAM domain containing 3,68,198,190,37,70.77,184,9.95,65,26,40,120,44,48,49,44,46,38,57,77,90,39,160,201,85,189,142,70.77,22,258,30,6.133491172,5.9140646,6.526171,6.719016811,16.08042526,9.783957138,39.55427,11.099209
107283264,lamin B1,181,392,460,237,201,261,80,203,287,151,829,421,665,163,111,166,101,143,322,251,176,807,1165,350,421,337,193,105,426,69,1.28042,1.5029249,1.28158,2.241575,1.2051682,1.246607,8.98303,8.9816493
107293303,histidine triad nucleotide binding protein 1,299,355,659,547,336,446,269,414,636,301,482,365,387,334,261,266,336,253,745,214,434,535,531,647,479,639,337,1080,638,364,51.524258,56.5247,55.8593,51.069,127.5836,88.76697,710.4873,1121.285
